# %ECSV 0.9
# ---
# datatype:
# - {name: filenames, datatype: string}
# - {name: filter/grism, datatype: object}
# - {name: nvisit, datatype: int64}
# - {name: norbit, datatype: int64}
# - {name: times, datatype: float64}
# - {name: t_orbit, datatype: float64}
# - {name: t_visit, datatype: float64}
# - {name: scan, datatype: int64}
# schema: astropy-2.0
filenames filter/grism nvisit norbit times t_orbit t_visit scan
ie3202qeq_ima.fits G141 2 2 58946.99105818 36.76694399560802 222.7504031988792 1
ie3202qfq_ima.fits G141 2 2 58946.99235447 38.63360159564763 224.61706079891883 0
ie3202qhq_ima.fits G141 2 2 58946.99365077 40.500273591605946 226.48373279487714 1
ie3202qjq_ima.fits G141 2 2 58946.99494707 42.36694559804164 228.35040480131283 0
ie3202qlq_ima.fits G141 2 2 58946.99624336 44.233603198081255 230.21706240135245 1
ie3202qmq_ima.fits G141 2 2 58946.99753966 46.10027519403957 232.08373439731076 0
ie3202qoq_ima.fits G141 2 2 58946.99883595 47.966932794079185 233.95039199735038 1
ie3202r5q_ima.fits F130N 2 3 58947.03160188 0.0 281.13333120010793 -1
ie3202r6q_ima.fits G141 2 3 58947.03250484 1.3002623955253512 282.4335935956333 0
ie3202r8q_ima.fits G141 2 3 58947.03380114 3.1669344019610435 284.300265602069 1
ie3202r9q_ima.fits G141 2 3 58947.03509744 5.033606397919357 286.1669375980273 0
ie3202raq_ima.fits G141 2 3 58947.03639373 6.900263997958973 288.0335951980669 1
ie3202rcq_ima.fits G141 2 3 58947.03769003 8.766936004394665 289.9002672045026 0
ie3202rdq_ima.fits G141 2 3 58947.03898632 10.633593604434282 291.7669248045422 1
ie3202req_ima.fits G141 2 3 58947.04028262 12.500265600392595 293.6335968005005 0
ie3202riq_ima.fits G141 2 3 58947.04157892 14.366937596350908 295.50026879645884 1
ie3202rpq_ima.fits G141 2 3 58947.04287521 16.233595196390525 297.36692639649846 0
ie3202rqq_ima.fits G141 2 3 58947.04417151 18.100267202826217 299.23359840293415 1
ie3202rrq_ima.fits G141 2 3 58947.04546781 19.96693919878453 301.10027039889246 0
ie3202rsq_ima.fits G141 2 3 58947.0467641 21.833596798824146 302.9669279989321 1
ie3202rtq_ima.fits G141 2 3 58947.0480604 23.70026879478246 304.8335999948904 0
ie3202ruq_ima.fits G141 2 3 58947.0493567 25.566940801218152 306.7002720013261 1
ie3202rwq_ima.fits G141 2 3 58947.05065299 27.43359840125777 308.5669296013657 0
ie3202rxq_ima.fits G141 2 3 58947.05194929 29.30027039721608 310.433601597324 1
ie3202ryq_ima.fits G141 2 3 58947.05324558 31.166927997255698 312.30025919736363 0
ie3202rzq_ima.fits G141 2 3 58947.05454188 33.03360000369139 314.1669312037993 1
ie3202s0q_ima.fits G141 2 3 58947.05583818 34.9002719996497 316.03360319975764 0
ie3202s1q_ima.fits G141 2 3 58947.05713447 36.76692959968932 317.90026079979725 1
ie3202s3q_ima.fits G141 2 3 58947.05843077 38.63360159564763 319.76693279575557 0
ie3202s4q_ima.fits G141 2 3 58947.05972707 40.500273602083325 321.63360480219126 1
ie3202s5q_ima.fits G141 2 3 58947.06102336 42.36693120212294 323.5002624022309 0
ie3202s6q_ima.fits G141 2 3 58947.06231966 44.233603198081255 325.3669343981892 1
ie3202s7q_ima.fits G141 2 3 58947.06361595 46.10026079812087 327.2335919982288 0
ie3202s8q_ima.fits G141 2 3 58947.06491225 47.96693280455656 329.1002640046645 1
ie3203ekq_ima.fits F130N 3 0 59120.3173246 0.0 0.0 -1
ie3203elq_ima.fits G141 3 0 59120.31822719 1.2997295998502523 1.2997295998502523 0
ie3203emq_ima.fits G141 3 0 59120.31952349 3.1664015958085656 3.1664015958085656 1
ie3203eoq_ima.fits G141 3 0 59120.32081979 5.033073602244258 5.033073602244258 0
ie3203eqq_ima.fits G141 3 0 59120.32211608 6.899731202283874 6.899731202283874 1
ie3203esq_ima.fits G141 3 0 59120.32341238 8.766403198242188 8.766403198242188 0
ie3203etq_ima.fits G141 3 0 59120.32470868 10.6330751942005 10.6330751942005 1
ie3203evq_ima.fits G141 3 0 59120.32600497 12.499732794240117 12.499732794240117 0
ie3203exq_ima.fits G141 3 0 59120.32730127 14.36640480067581 14.36640480067581 1
ie3203ezq_ima.fits G141 3 0 59120.32859756 16.233062400715426 16.233062400715426 0
ie3203f0q_ima.fits G141 3 0 59120.32989386 18.09973439667374 18.09973439667374 1
ie3203f2q_ima.fits G141 3 0 59120.33119016 19.96640640310943 19.96640640310943 0
ie3203f4q_ima.fits G141 3 0 59120.33248645 21.833064003149047 21.833064003149047 1
ie3203f6q_ima.fits G141 3 0 59120.33378275 23.69973599910736 23.69973599910736 0
ie3203f7q_ima.fits G141 3 0 59120.33507905 25.566407995065674 25.566407995065674 1
ie3203f9q_ima.fits G141 3 0 59120.33637534 27.43306559510529 27.43306559510529 0
ie3203fbq_ima.fits G141 3 0 59120.33767164 29.299737601540983 29.299737601540983 1
ie3203fdq_ima.fits G141 3 0 59120.33896793 31.1663952015806 31.1663952015806 0
ie3203feq_ima.fits G141 3 0 59120.34026423 33.03306719753891 33.03306719753891 1
ie3203fgq_ima.fits G141 3 0 59120.34156053 34.899739203974605 34.899739203974605 0
ie3203fiq_ima.fits G141 3 0 59120.34285682 36.76639680401422 36.76639680401422 1
ie3203fkq_ima.fits G141 3 0 59120.34415312 38.633068799972534 38.633068799972534 0
ie3203flq_ima.fits G141 3 0 59120.34544942 40.49974079593085 40.49974079593085 1
ie3203fnq_ima.fits G141 3 0 59120.34674571 42.366398395970464 42.366398395970464 0
ie3203fpq_ima.fits G141 3 0 59120.34804201 44.233070402406156 44.233070402406156 1
ie3203ftq_ima.fits G141 3 0 59120.3493383 46.09972800244577 46.09972800244577 0
ie3203fuq_ima.fits G141 3 0 59120.3506346 47.966399998404086 47.966399998404086 1
ie3203fzq_ima.fits F130N 3 1 59120.38114386 0.0 91.89973440254107 -1
ie3203g0q_ima.fits G141 3 1 59120.38204682 1.3002623955253512 93.19999679806642 0
ie3203g2q_ima.fits G141 3 1 59120.38334312 3.1669343914836645 95.06666879402474 1
ie3203g4q_ima.fits G141 3 1 59120.38463942 5.033606397919357 96.93334080046043 0
ie3203g6q_ima.fits G141 3 1 59120.38593571 6.900263997958973 98.79999840050004 1
ie3203g7q_ima.fits G141 3 1 59120.38723201 8.766935993917286 100.66667039645836 0
ie3203g9q_ima.fits G141 3 1 59120.3885283 10.633593593956903 102.53332799649797 1
ie3203gbq_ima.fits G141 3 1 59120.3898246 12.500265600392595 104.40000000293367 0
ie3203gdq_ima.fits G141 3 1 59120.3911209 14.366937596350908 106.26667199889198 1
ie3203geq_ima.fits G141 3 1 59120.39241719 16.233595196390525 108.1333295989316 0
ie3203ggq_ima.fits G141 3 1 59120.39371349 18.100267192348838 110.00000159488991 1
ie3203giq_ima.fits G141 3 1 59120.39500979 19.96693919878453 111.8666736013256 0
ie3203gkq_ima.fits G141 3 1 59120.39630608 21.833596798824146 113.73333120136522 1
ie3203glq_ima.fits G141 3 1 59120.39760238 23.70026879478246 115.60000319732353 0
ie3203gnq_ima.fits G141 3 1 59120.39889868 25.566940801218152 117.46667520375922 1
ie3203gpq_ima.fits G141 3 1 59120.40019497 27.43359840125777 119.33333280379884 0
ie3203grq_ima.fits G141 3 1 59120.40149127 29.30027039721608 121.20000479975715 1
ie3203gsq_ima.fits G141 3 1 59120.40278756 31.166927997255698 123.06666239979677 0
ie3203guq_ima.fits G141 3 1 59120.40408386 33.03359999321401 124.93333439575508 1
ie3203gwq_ima.fits G141 3 1 59120.40538016 34.9002719996497 126.80000640219077 0
ie3203gyq_ima.fits G141 3 1 59120.40667645 36.76692959968932 128.6666640022304 1
ie3203gzq_ima.fits G141 3 1 59120.40797275 38.63360159564763 130.5333359981887 0
ie3203h1q_ima.fits G141 3 1 59120.40926905 40.500273591605946 132.40000799414702 1
ie3203h3q_ima.fits G141 3 1 59120.41056534 42.36693119164556 134.26666559418663 0
ie3203h7q_ima.fits G141 3 1 59120.41186164 44.233603198081255 136.13333760062233 1
ie3203h8q_ima.fits G141 3 1 59120.41315793 46.10026079812087 137.99999520066194 0
ie3203haq_ima.fits G141 3 1 59120.41445423 47.966932794079185 139.86666719662026 1
ie3203hiq_ima.fits F130N 3 2 59120.44726682 0.0 187.11679680389352 -1
ie3203hjq_ima.fits G141 3 2 59120.44816942 1.2997439957689494 188.41654079966247 0
ie3203hlq_ima.fits G141 3 2 59120.44946571 3.1664015958085656 190.2831983997021 1
ie3203hnq_ima.fits G141 3 2 59120.45076201 5.033073591766879 192.1498703956604 0
ie3203hpq_ima.fits G141 3 2 59120.4520583 6.899731191806495 194.01652799570002 1
ie3203hqq_ima.fits G141 3 2 59120.4533546 8.766403198242188 195.8832000021357 0
ie3203hsq_ima.fits G141 3 2 59120.4546509 10.6330751942005 197.74987199809402 1
ie3203huq_ima.fits G141 3 2 59120.45594719 12.499732794240117 199.61652959813364 0
ie3203hwq_ima.fits G141 3 2 59120.45724349 14.36640479019843 201.48320159409195 1
ie3203hxq_ima.fits G141 3 2 59120.45853979 16.233076796634123 203.34987360052764 0
ie3203hzq_ima.fits G141 3 2 59120.45983608 18.09973439667374 205.21653120056726 1
ie3203i1q_ima.fits G141 3 2 59120.46113238 19.966406392632052 207.08320319652557 0
ie3203i3q_ima.fits G141 3 2 59120.46242868 21.833078399067745 208.94987520296127 1
ie3203i4q_ima.fits G141 3 2 59120.46372497 23.69973599910736 210.81653280300088 0
ie3203i6q_ima.fits G141 3 2 59120.46502127 25.566407995065674 212.6832047989592 1
ie3203i8q_ima.fits G141 3 2 59120.46631756 27.43306559510529 214.5498623989988 0
ie3203iaq_ima.fits G141 3 2 59120.46761386 29.299737591063604 216.41653439495713 1
ie3203ibq_ima.fits G141 3 2 59120.46891016 31.166409597499296 218.28320640139282 0
ie3203idq_ima.fits G141 3 2 59120.47020645 33.03306719753891 220.14986400143243 1
ie3203ifq_ima.fits G141 3 2 59120.47150275 34.899739193497226 222.01653599739075 0
ie3203ihq_ima.fits G141 3 2 59120.47279905 36.76641119993292 223.88320800382644 1
ie3203iiq_ima.fits G141 3 2 59120.47409534 38.633068799972534 225.74986560386606 0
ie3203ikq_ima.fits G141 3 2 59120.47539164 40.49974079593085 227.61653759982437 1
ie3203imq_ima.fits G141 3 2 59120.47668793 42.366398395970464 229.48319519986399 0
ie3203iqq_ima.fits G141 3 2 59120.47798423 44.23307039192878 231.3498671958223 1
ie3203irq_ima.fits G141 3 2 59120.47928053 46.09974239836447 233.216539202258 0
ie3203itq_ima.fits G141 3 2 59120.48057682 47.966399998404086 235.0831968022976 1
ie3203j1q_ima.fits F130N 3 3 59120.51338942 0.0 282.3333407950122 -1
ie3203j2q_ima.fits G141 3 3 59120.51429201 1.2997295998502523 283.63307039486244 0
ie3203j4q_ima.fits G141 3 3 59120.5155883 3.1663871998898685 285.49972799490206 1
ie3203j5q_ima.fits G141 3 3 59120.5168846 5.033059206325561 287.36640000133775 0
ie3203j6q_ima.fits G141 3 3 59120.5181809 6.899731202283874 289.23307199729607 1
ie3203j7q_ima.fits G141 3 3 59120.51947719 8.76638880232349 291.0997295973357 0
ie3203j8q_ima.fits G141 3 3 59120.52077349 10.633060808759183 292.9664016037714 1
ie3203jaq_ima.fits G141 3 3 59120.52206979 12.499732804717496 294.8330735997297 0
ie3203jbq_ima.fits G141 3 3 59120.52336608 14.366390404757112 296.6997311997693 1
ie3203jcq_ima.fits G141 3 3 59120.52466238 16.233062400715426 298.5664031957276 0
ie3203jdq_ima.fits G141 3 3 59120.52595868 18.099734407151118 300.4330752021633 1
ie3203jeq_ima.fits G141 3 3 59120.52725497 19.966392007190734 302.2997328022029 0
ie3203jfq_ima.fits G141 3 3 59120.52855127 21.833064003149047 304.16640479816124 1
ie3203jgq_ima.fits G141 3 3 59120.52984756 23.699721603188664 306.03306239820085 0
ie3203jhq_ima.fits G141 3 3 59120.53114386 25.566393599146977 307.89973439415917 1
ie3203jiq_ima.fits G141 3 3 59120.53244016 27.43306560558267 309.76640640059486 0
ie3203jjq_ima.fits G141 3 3 59120.53373645 29.299723205622286 311.6330640006345 1
ie3203jkq_ima.fits G141 3 3 59120.53503275 31.1663952015806 313.4997359965928 0
ie3203jlq_ima.fits G141 3 3 59120.53632905 33.03306720801629 315.3664080030285 1
ie3203jnq_ima.fits G141 3 3 59120.53762534 34.89972480805591 317.2330656030681 0
ie3203joq_ima.fits G141 3 3 59120.53892164 36.76639680401422 319.0997375990264 1
ie3203jpq_ima.fits G141 3 3 59120.54021793 38.63305440405384 320.966395199066 0
ie3203jrq_ima.fits G141 3 3 59120.54151423 40.49972640001215 322.83306719502434 1
ie3203jsq_ima.fits G141 3 3 59120.54281053 42.36639840644784 324.69973920146003 0
ie3203jtq_ima.fits G141 3 3 59120.54410682 44.23305600648746 326.56639680149965 1
ie3203juq_ima.fits G141 3 3 59120.54540312 46.09972800244577 328.43306879745796 0
ie3203jvq_ima.fits G141 3 3 59120.54669942 47.966400008881465 330.29974080389366 1
ie3204prq_ima.fits F130N 4 0 59178.8980092 0.0 0.0 -1
ie3204psq_ima.fits G141 4 0 59178.89891179 1.2997295998502523 1.2997295998502523 0
ie3204ptq_ima.fits G141 4 0 59178.90020809 3.1664016062859446 3.1664016062859446 1
ie3204pvq_ima.fits G141 4 0 59178.90150439 5.033073602244258 5.033073602244258 0
ie3204pxq_ima.fits G141 4 0 59178.90280068 6.899731202283874 6.899731202283874 1
ie3204pzq_ima.fits G141 4 0 59178.90409698 8.766403198242188 8.766403198242188 0
ie3204q0q_ima.fits G141 4 0 59178.90539327 10.633060798281804 10.633060798281804 1
ie3204q2q_ima.fits G141 4 0 59178.90668957 12.499732804717496 12.499732804717496 0
ie3204q4q_ima.fits G141 4 0 59178.90798587 14.36640480067581 14.36640480067581 1
ie3204q6q_ima.fits G141 4 0 59178.90928216 16.233062400715426 16.233062400715426 0
ie3204q7q_ima.fits G141 4 0 59178.91057846 18.099734407151118 18.099734407151118 1
ie3204q9q_ima.fits G141 4 0 59178.91187476 19.96640640310943 19.96640640310943 0
ie3204qbq_ima.fits G141 4 0 59178.91317105 21.833064003149047 21.833064003149047 1
ie3204qdq_ima.fits G141 4 0 59178.91446735 23.69973599910736 23.69973599910736 0
ie3204qeq_ima.fits G141 4 0 59178.91576365 25.566408005543053 25.566408005543053 1
ie3204qgq_ima.fits G141 4 0 59178.91705994 27.43306560558267 27.43306560558267 0
ie3204qiq_ima.fits G141 4 0 59178.91835624 29.299737601540983 29.299737601540983 1
ie3204qkq_ima.fits G141 4 0 59178.91965253 31.1663952015806 31.1663952015806 0
ie3204qlq_ima.fits G141 4 0 59178.92094883 33.03306719753891 33.03306719753891 1
ie3204qnq_ima.fits G141 4 0 59178.92224513 34.899739203974605 34.899739203974605 0
ie3204qpq_ima.fits G141 4 0 59178.92354142 36.76639680401422 36.76639680401422 1
ie3204qrq_ima.fits G141 4 0 59178.92483772 38.633068799972534 38.633068799972534 0
ie3204qsq_ima.fits G141 4 0 59178.92613402 40.49974080640823 40.49974080640823 1
ie3204quq_ima.fits G141 4 0 59178.92743031 42.36639840644784 42.36639840644784 0
ie3204qwq_ima.fits G141 4 0 59178.92872661 44.233070402406156 44.233070402406156 1
ie3204qyq_ima.fits F130N 4 1 59178.96060179 0.0 90.13332960312255 -1
ie3204qzq_ima.fits G141 4 1 59178.96150439 1.2997439957689494 91.4330735988915 0
ie3204r1q_ima.fits G141 4 1 59178.96280068 3.1664015958085656 93.29973119893111 1
ie3204r3q_ima.fits G141 4 1 59178.96409698 5.033073602244258 95.1664032053668 0
ie3204r5q_ima.fits G141 4 1 59178.96539327 6.899731202283874 97.03306080540642 1
ie3204r6q_ima.fits G141 4 1 59178.96668957 8.766403198242188 98.89973280136473 0
ie3204r8q_ima.fits G141 4 1 59178.96798587 10.6330751942005 100.76640479732305 1
ie3204raq_ima.fits G141 4 1 59178.96928216 12.499732794240117 102.63306239736266 0
ie3204rcq_ima.fits G141 4 1 59178.97057846 14.36640480067581 104.49973440379836 1
ie3204rdq_ima.fits G141 4 1 59178.97187476 16.233076796634123 106.36640639975667 0
ie3204rfq_ima.fits G141 4 1 59178.97317105 18.09973439667374 108.23306399979629 1
ie3204rhq_ima.fits G141 4 1 59178.97446735 19.96640640310943 110.09973600623198 0
ie3204rjq_ima.fits G141 4 1 59178.97576365 21.833078399067745 111.96640800219029 1
ie3204rkq_ima.fits G141 4 1 59178.97705994 23.69973599910736 113.83306560222991 0
ie3204rmq_ima.fits G141 4 1 59178.97835624 25.566407995065674 115.69973759818822 1
ie3204roq_ima.fits G141 4 1 59178.97965253 27.43306559510529 117.56639519822784 0
ie3204rqq_ima.fits G141 4 1 59178.98094883 29.299737601540983 119.43306720466353 1
ie3204rrq_ima.fits G141 4 1 59178.98224513 31.166409597499296 121.29973920062184 0
ie3204rtq_ima.fits G141 4 1 59178.98354142 33.03306719753891 123.16639680066146 1
ie3204rvq_ima.fits G141 4 1 59178.98483772 34.899739203974605 125.03306880709715 0
ie3204rxq_ima.fits G141 4 1 59178.98613402 36.76641119993292 126.89974080305547 1
ie3204ryq_ima.fits G141 4 1 59178.98743031 38.633068799972534 128.76639840309508 0
ie3204s0q_ima.fits G141 4 1 59178.98872661 40.49974079593085 130.6330703990534 1
ie3204s2q_ima.fits G141 4 1 59178.9900229 42.366398395970464 132.499727999093 0
ie3204s4q_ima.fits G141 4 1 59178.9913192 44.233070402406156 134.3664000055287 1
ie3204s5q_ima.fits G141 4 1 59178.9926155 46.09974239836447 136.23307200148702 0
ie3204s7q_ima.fits G141 4 1 59178.99391179 47.966399998404086 138.09972960152663 1
ie3204sgq_ima.fits F130N 4 2 59179.02678216 0.0 185.43306240113452 -1
ie3204shq_ima.fits G141 4 2 59179.02768513 1.3002768019214272 186.73333920305595 0
ie3204sjq_ima.fits G141 4 2 59179.02898142 3.1669344019610435 188.59999680309556 1
ie3204slq_ima.fits G141 4 2 59179.03027772 5.033606397919357 190.46666879905388 0
ie3204snq_ima.fits G141 4 2 59179.03157402 6.900278404355049 192.33334080548957 1
ie3204soq_ima.fits G141 4 2 59179.03287031 8.766936004394665 194.1999984055292 0
ie3204sqq_ima.fits G141 4 2 59179.03416661 10.633608000352979 196.0666704014875 1
ie3204ssq_ima.fits G141 4 2 59179.0354629 12.500265600392595 197.93332800152712 0
ie3204svq_ima.fits G141 4 2 59179.0367592 14.366937596350908 199.79999999748543 1
ie3204swq_ima.fits G141 4 2 59179.0380555 16.2336096027866 201.66667200392112 0
ie3204syq_ima.fits G141 4 2 59179.03935179 18.100267202826217 203.53332960396074 1
ie3204t0q_ima.fits G141 4 2 59179.04064809 19.96693919878453 205.40000159991905 0
ie3204t2q_ima.fits G141 4 2 59179.04194439 21.833611205220222 207.26667360635474 1
ie3204t3q_ima.fits G141 4 2 59179.04324068 23.70026880525984 209.13333120639436 0
ie3204t5q_ima.fits G141 4 2 59179.04453698 25.566940801218152 211.00000320235267 1
ie3204t7q_ima.fits G141 4 2 59179.04583327 27.43359840125777 212.8666608023923 0
ie3204t9q_ima.fits G141 4 2 59179.04712957 29.30027039721608 214.7333327983506 1
ie3204taq_ima.fits G141 4 2 59179.04842587 31.166942403651774 216.6000048047863 0
ie3204tcq_ima.fits G141 4 2 59179.04972216 33.03360000369139 218.4666624048259 1
ie3204teq_ima.fits G141 4 2 59179.05101846 34.9002719996497 220.33333440078422 0
ie3204tgq_ima.fits G141 4 2 59179.05231476 36.766944006085396 222.20000640721992 1
ie3204thq_ima.fits G141 4 2 59179.05361105 38.63360160612501 224.06666400725953 0
ie3204tjq_ima.fits G141 4 2 59179.05490735 40.500273602083325 225.93333600321785 1
ie3204tlq_ima.fits G141 4 2 59179.05620365 42.36694559804164 227.80000799917616 0
ie3204tnq_ima.fits G141 4 2 59179.05749994 44.233603198081255 229.66666559921578 1
ie3204u7q_ima.fits G141 4 2 59179.05879624 46.10027520451695 231.53333760565147 0
ie3204u9q_ima.fits G141 4 2 59179.06009253 47.96693280455656 233.39999520569108 1
ie3204ueq_ima.fits F130N 4 3 59179.0929629 0.0 280.733328005299 -1
ie3204ufq_ima.fits G141 4 3 59179.0938655 1.2997439957689494 282.0330720010679 0
ie3204uhq_ima.fits G141 4 3 59179.09516179 3.1664015958085656 283.89972960110754 1
ie3204uiq_ima.fits G141 4 3 59179.09645809 5.033073602244258 285.76640160754323 0
ie3204ujq_ima.fits G141 4 3 59179.09775439 6.899745598202571 287.63307360350154 1
ie3204ukq_ima.fits G141 4 3 59179.09905068 8.766403198242188 289.49973120354116 0
ie3204ulq_ima.fits G141 4 3 59179.10034698 10.6330751942005 291.3664031994995 1
ie3204umq_ima.fits G141 4 3 59179.10164327 12.499732794240117 293.2330607995391 0
ie3204unq_ima.fits G141 4 3 59179.10293957 14.36640480067581 295.0997328059748 1
ie3204uoq_ima.fits G141 4 3 59179.10423587 16.233076796634123 296.9664048019331 0
ie3204upq_ima.fits G141 4 3 59179.10553216 18.09973439667374 298.8330624019727 1
ie3204uqq_ima.fits G141 4 3 59179.10682846 19.966406392632052 300.699734397931 0
ie3204urq_ima.fits G141 4 3 59179.10812476 21.833078399067745 302.5664064043667 1
ie3204usq_ima.fits G141 4 3 59179.10942105 23.69973599910736 304.43306400440633 0
ie3204utq_ima.fits G141 4 3 59179.11071735 25.566407995065674 306.29973600036465 1
ie3204uuq_ima.fits G141 4 3 59179.11201365 27.433080001501366 308.16640800680034 0
ie3204uvq_ima.fits G141 4 3 59179.11330994 29.299737601540983 310.03306560683995 1
ie3204uwq_ima.fits G141 4 3 59179.11460624 31.166409597499296 311.89973760279827 0
ie3204uxq_ima.fits G141 4 3 59179.11590253 33.03306719753891 313.7663952028379 1
ie3204uyq_ima.fits G141 4 3 59179.11719883 34.899739193497226 315.6330671987962 0
ie3204uzq_ima.fits G141 4 3 59179.11849513 36.76641119993292 317.4997392052319 1
ie3204v0q_ima.fits G141 4 3 59179.11979142 38.633068799972534 319.3663968052715 0
ie3204v1q_ima.fits G141 4 3 59179.12108772 40.49974079593085 321.2330688012298 1
ie3204v2q_ima.fits G141 4 3 59179.12238402 42.36641279188916 323.09974079718813 0
ie3204v3q_ima.fits G141 4 3 59179.12368031 44.23307039192878 324.96639839722775 1
ie3204v4q_ima.fits G141 4 3 59179.12497661 46.09974239836447 326.83307040366344 0
ie3204v5q_ima.fits G141 4 3 59179.1262729 47.966399998404086 328.69972800370306 1
ie3207ndq_ima.fits F130N 5 0 59233.83676093 0.0 0.0 -1
ie3207neq_ima.fits G141 5 0 59233.83766352 1.2997295998502523 1.2997295998502523 0
ie3207nfq_ima.fits G141 5 0 59233.83895981 3.1663871998898685 3.1663871998898685 1
ie3207nhq_ima.fits G141 5 0 59233.84025611 5.033059206325561 5.033059206325561 0
ie3207njq_ima.fits G141 5 0 59233.84155241 6.899731202283874 6.899731202283874 1
ie3207nlq_ima.fits G141 5 0 59233.8428487 8.76638880232349 8.76638880232349 0
ie3207nmq_ima.fits G141 5 0 59233.844145 10.633060808759183 10.633060808759183 1
ie3207noq_ima.fits G141 5 0 59233.8454413 12.499732804717496 12.499732804717496 0
ie3207nqq_ima.fits G141 5 0 59233.84673759 14.366390404757112 14.366390404757112 1
ie3207nsq_ima.fits G141 5 0 59233.84803389 16.233062400715426 16.233062400715426 0
ie3207ntq_ima.fits G141 5 0 59233.84933019 18.099734407151118 18.099734407151118 1
ie3207nvq_ima.fits G141 5 0 59233.85062648 19.966392007190734 19.966392007190734 0
ie3207nxq_ima.fits G141 5 0 59233.85192278 21.833064003149047 21.833064003149047 1
ie3207nzq_ima.fits G141 5 0 59233.85321907 23.699721603188664 23.699721603188664 0
ie3207o0q_ima.fits G141 5 0 59233.85451537 25.566393609624356 25.566393609624356 1
ie3207o2q_ima.fits G141 5 0 59233.85581167 27.43306560558267 27.43306560558267 0
ie3207o4q_ima.fits G141 5 0 59233.85710796 29.299723205622286 29.299723205622286 1
ie3207o6q_ima.fits G141 5 0 59233.85840426 31.1663952015806 31.1663952015806 0
ie3207o7q_ima.fits G141 5 0 59233.85970056 33.03306720801629 33.03306720801629 1
ie3207o9q_ima.fits G141 5 0 59233.86099685 34.89972480805591 34.89972480805591 0
ie3207obq_ima.fits G141 5 0 59233.86229315 36.76639680401422 36.76639680401422 1
ie3207odq_ima.fits G141 5 0 59233.86358944 38.63305440405384 38.63305440405384 0
ie3207oeq_ima.fits G141 5 0 59233.86488574 40.49972640001215 40.49972640001215 1
ie3207ogq_ima.fits G141 5 0 59233.86618204 42.36639840644784 42.36639840644784 0
ie3207oiq_ima.fits G141 5 0 59233.86747833 44.23305600648746 44.23305600648746 1
ie3207okq_ima.fits G141 5 0 59233.86877463 46.09972800244577 46.09972800244577 0
ie3207olq_ima.fits G141 5 0 59233.87007093 47.966400008881465 47.966400008881465 1
ie3207onq_ima.fits F130N 5 1 59233.90292981 0.0 95.28318720404059 -1
ie3207ooq_ima.fits G141 5 1 59233.90383241 1.2997439957689494 96.58293119980954 0
ie3207oqq_ima.fits G141 5 1 59233.9051287 3.1664015958085656 98.44958879984915 1
ie3207osq_ima.fits G141 5 1 59233.906425 5.033073602244258 100.31626080628484 0
ie3207ouq_ima.fits G141 5 1 59233.9077213 6.899745598202571 102.18293280224316 1
ie3207ovq_ima.fits G141 5 1 59233.90901759 8.766403198242188 104.04959040228277 0
ie3207oxq_ima.fits G141 5 1 59233.91031389 10.63307520467788 105.91626240871847 1
ie3207ozq_ima.fits G141 5 1 59233.91161019 12.499747200636193 107.78293440467678 0
ie3207p1q_ima.fits G141 5 1 59233.91290648 14.36640480067581 109.6495920047164 1
ie3207p2q_ima.fits G141 5 1 59233.91420278 16.233076796634123 111.51626400067471 0
ie3207p4q_ima.fits G141 5 1 59233.91549907 18.09973439667374 113.38292160071433 1
ie3207p6q_ima.fits G141 5 1 59233.91679537 19.96640640310943 115.24959360715002 0
ie3207p8q_ima.fits G141 5 1 59233.91809167 21.833078399067745 117.11626560310833 1
ie3207p9q_ima.fits G141 5 1 59233.91938796 23.69973599910736 118.98292320314795 0
ie3207pbq_ima.fits G141 5 1 59233.92068426 25.566408005543053 120.84959520958364 1
ie3207pdq_ima.fits G141 5 1 59233.92198056 27.433080001501366 122.71626720554195 0
ie3207pfq_ima.fits G141 5 1 59233.92327685 29.299737601540983 124.58292480558157 1
ie3207pgq_ima.fits G141 5 1 59233.92457315 31.166409597499296 126.44959680153988 0
ie3207piq_ima.fits G141 5 1 59233.92586944 33.03306719753891 128.3162544015795 1
ie3207pkq_ima.fits G141 5 1 59233.92716574 34.899739203974605 130.1829264080152 0
ie3207pmq_ima.fits G141 5 1 59233.92846204 36.76641119993292 132.0495984039735 1
ie3207pnq_ima.fits G141 5 1 59233.92975833 38.633068799972534 133.91625600401312 0
ie3207ppq_ima.fits G141 5 1 59233.93105463 40.49974079593085 135.78292799997143 1
ie3207prq_ima.fits G141 5 1 59233.93235093 42.36641280236654 137.64960000640713 0
ie3207ptq_ima.fits G141 5 1 59233.93364722 44.233070402406156 139.51625760644674 1
ie3207puq_ima.fits G141 5 1 59233.93494352 46.09974239836447 141.38292960240506 0
ie3207pwq_ima.fits G141 5 1 59233.93623981 47.966399998404086 143.24958720244467 1
ie3207pyq_ima.fits F130N 5 2 59233.9690987 0.0 190.56638880399987 -1
ie3207pzq_ima.fits G141 5 2 59233.97000167 1.3002768019214272 191.8666656059213 0
ie3207q1q_ima.fits G141 5 2 59233.97129796 3.1669344019610435 193.73332320596091 1
ie3207q3q_ima.fits G141 5 2 59233.97259426 5.033606397919357 195.59999520191923 0
ie3207q5q_ima.fits G141 5 2 59233.97389056 6.900278404355049 197.46666720835492 1
ie3207q6q_ima.fits G141 5 2 59233.97518685 8.766936004394665 199.33332480839454 0
