# %ECSV 0.9
# ---
# datatype:
# - {name: t_mjd, datatype: float64}
# - {name: t_bjd, datatype: float64}
# - {name: t_visit, datatype: float64}
# - {name: t_orbit, datatype: float64}
# - {name: ivisit, datatype: float64}
# - {name: iorbit, datatype: float64}
# - {name: scan, datatype: float64}
# - {name: spec_opt, datatype: float64}
# - {name: var_opt, datatype: float64}
# - {name: wave, datatype: float64}
# schema: astropy-2.0
t_mjd t_bjd t_visit t_orbit ivisit iorbit scan spec_opt var_opt wave
58888.252084215 2458888.753034453 1.8658655940089375 1.8658655940089375 0.0 0.0 0.0 6745057.61772081 663663.5503764065 1.6261363636363637
58888.253380509996 2458888.7543307883 3.7325303920079023 3.7325303920079023 0.0 0.0 1.0 6785050.166118868 667541.6360256381 1.6261363636363637
58888.25467699 2458888.755627308 5.5994615983217955 5.5994615983217955 0.0 0.0 0.0 6798964.869465893 668853.9860656931 1.6261363636363637
58888.255973105 2458888.756923462 7.465867196442559 7.465867196442559 0.0 0.0 1.0 6816246.847877501 670572.3957019929 1.6261363636363637
58888.2572694 2458888.7582197953 9.332531994441524 9.332531994441524 0.0 0.0 0.0 6821848.257809427 671039.9595935673 1.6261363636363637
58888.258565694996 2458888.7595161274 11.199196792440489 11.199196792440489 0.0 0.0 1.0 6829630.202861774 671852.8965838581 1.6261363636363637
58888.259861989995 2458888.7608124586 13.065861590439454 13.065861590439454 0.0 0.0 0.0 6834777.241246511 672289.8805883433 1.6261363636363637
58888.261158285 2458888.7621087884 14.932526398915797 14.932526398915797 0.0 0.0 1.0 6838930.6225312855 672726.2949002272 1.6261363636363637
58888.262454585 2458888.763405122 16.79919839487411 16.79919839487411 0.0 0.0 0.0 6840200.701705194 672808.2874256868 1.6261363636363637
58888.263750879996 2458888.7647014484 18.665863192873076 18.665863192873076 0.0 0.0 1.0 6845394.939519398 673339.7685663323 1.6261363636363637
58888.265047175 2458888.765997773 20.53252800134942 20.53252800134942 0.0 0.0 0.0 6846261.7344788425 673393.7760005925 1.6261363636363637
58888.266343475 2458888.7672941014 22.399199997307733 22.399199997307733 0.0 0.0 1.0 6849985.864473689 673781.3183750641 1.6261363636363637
58888.26763977 2458888.7685904233 24.265864795306697 24.265864795306697 0.0 0.0 0.0 6851683.612942696 673909.1706141277 1.6261363636363637
58888.268936065 2458888.7698867433 26.132529593305662 26.132529593305662 0.0 0.0 1.0 6853621.314311866 674150.8053010061 1.6261363636363637
58888.270232359995 2458888.7711830614 27.999194391304627 27.999194391304627 0.0 0.0 0.0 6850839.960484179 673832.2233614034 1.6261363636363637
58888.27152866 2458888.772479383 29.86586639774032 29.86586639774032 0.0 0.0 1.0 6853737.378128399 674142.6275919487 1.6261363636363637
58888.272824955 2458888.773775698 31.732531195739284 31.732531195739284 0.0 0.0 0.0 6852842.338969755 674031.8027837804 1.6261363636363637
58888.274121434995 2458888.7750721965 33.5994623915758 33.5994623915758 0.0 0.0 1.0 6855719.732165559 674358.6347118934 1.6261363636363637
58888.275417545 2458888.776368324 35.46586080221459 35.46586080221459 0.0 0.0 0.0 6856194.822994179 674344.1258730149 1.6261363636363637
58888.276713845 2458888.77766464 37.332532798172906 37.332532798172906 0.0 0.0 1.0 6856606.584658353 674410.6170436931 1.6261363636363637
58888.27801014 2458888.7789609507 39.19919759617187 39.19919759617187 0.0 0.0 0.0 6858481.960710867 674561.0317541778 1.6261363636363637
58888.279306435 2458888.78025726 41.065862394170836 41.065862394170836 0.0 0.0 1.0 6857627.566685057 674540.4938998669 1.6261363636363637
58888.280602735 2458888.7815535734 42.93253440060653 42.93253440060653 0.0 0.0 0.0 6859862.461362681 674697.2699154839 1.6261363636363637
58888.28189903 2458888.782849882 44.79919919860549 44.79919919860549 0.0 0.0 1.0 6856320.803695806 674383.6429511851 1.6261363636363637
58888.283195325 2458888.78414619 46.66586399660446 46.66586399660446 0.0 0.0 0.0 6858272.34397737 674537.3068628523 1.6261363636363637
58888.28449162 2458888.7854424976 48.53252879460342 48.53252879460342 0.0 0.0 1.0 6859096.854218501 674681.1676584007 1.6261363636363637
58888.318183845 2458888.8191354494 97.04933279310353 1.866132002323866 0.0 1.0 0.0 6844285.185218122 673213.5060969079 1.6261363636363637
58888.319480139995 2458888.8204317843 98.9159975911025 3.7327968003228307 0.0 1.0 1.0 6849057.8474690765 673721.1569586542 1.6261363636363637
58888.320776435 2458888.821728119 100.78266239957884 5.599461608799174 0.0 1.0 0.0 6850953.502522497 673848.8186458634 1.6261363636363637
58888.322072735 2458888.8230244583 102.64933439553715 7.466133604757488 0.0 1.0 1.0 6852021.373306224 674008.6639015744 1.6261363636363637
