# %ECSV 0.9
# ---
# datatype:
# - {name: t_mjd, datatype: float64}
# - {name: t_bjd, datatype: float64}
# - {name: t_visit, datatype: float64}
# - {name: t_orbit, datatype: float64}
# - {name: ivisit, datatype: float64}
# - {name: iorbit, datatype: float64}
# - {name: scan, datatype: float64}
# - {name: spec_opt, datatype: float64}
# - {name: var_opt, datatype: float64}
# - {name: wave, datatype: float64}
# schema: astropy-2.0
t_mjd t_bjd t_visit t_orbit ivisit iorbit scan spec_opt var_opt wave
58888.252084215 2458888.753034453 1.8658655940089375 1.8658655940089375 0.0 0.0 0.0 7468486.226110269 731888.2881604946 1.2443181818181817
58888.253380509996 2458888.7543307883 3.7325303920079023 3.7325303920079023 0.0 0.0 1.0 7513411.1877507875 736225.4492248895 1.2443181818181817
58888.25467699 2458888.755627308 5.5994615983217955 5.5994615983217955 0.0 0.0 0.0 7524078.204781391 737224.0152939558 1.2443181818181817
58888.255973105 2458888.756923462 7.465867196442559 7.465867196442559 0.0 0.0 1.0 7547886.62194243 739558.0001539907 1.2443181818181817
58888.2572694 2458888.7582197953 9.332531994441524 9.332531994441524 0.0 0.0 0.0 7550377.889115769 739739.9413932877 1.2443181818181817
58888.258565694996 2458888.7595161274 11.199196792440489 11.199196792440489 0.0 0.0 1.0 7562414.659765457 740953.5150255691 1.2443181818181817
58888.259861989995 2458888.7608124586 13.065861590439454 13.065861590439454 0.0 0.0 0.0 7563289.765741376 740988.6771946063 1.2443181818181817
58888.261158285 2458888.7621087884 14.932526398915797 14.932526398915797 0.0 0.0 1.0 7571964.76883533 741839.5067778549 1.2443181818181817
58888.262454585 2458888.763405122 16.79919839487411 16.79919839487411 0.0 0.0 0.0 7571951.807083216 741819.9125556141 1.2443181818181817
58888.263750879996 2458888.7647014484 18.665863192873076 18.665863192873076 0.0 0.0 1.0 7577788.31883061 742399.8262404707 1.2443181818181817
58888.265047175 2458888.765997773 20.53252800134942 20.53252800134942 0.0 0.0 0.0 7576827.057208195 742285.8343910426 1.2443181818181817
58888.266343475 2458888.7672941014 22.399199997307733 22.399199997307733 0.0 0.0 1.0 7581077.076527531 742713.3091291895 1.2443181818181817
58888.26763977 2458888.7685904233 24.265864795306697 24.265864795306697 0.0 0.0 0.0 7581723.447024426 742751.3522896912 1.2443181818181817
58888.268936065 2458888.7698867433 26.132529593305662 26.132529593305662 0.0 0.0 1.0 7584904.571855699 743103.3903978377 1.2443181818181817
58888.270232359995 2458888.7711830614 27.999194391304627 27.999194391304627 0.0 0.0 0.0 7582226.131766644 742795.7571111256 1.2443181818181817
58888.27152866 2458888.772479383 29.86586639774032 29.86586639774032 0.0 0.0 1.0 7586909.625171433 743271.7341142155 1.2443181818181817
58888.272824955 2458888.773775698 31.732531195739284 31.732531195739284 0.0 0.0 0.0 7586390.8895900315 743195.3492794049 1.2443181818181817
58888.274121434995 2458888.7750721965 33.5994623915758 33.5994623915758 0.0 0.0 1.0 7590662.708811344 743658.5387607033 1.2443181818181817
58888.275417545 2458888.776368324 35.46586080221459 35.46586080221459 0.0 0.0 0.0 7589685.726403863 743514.8704207524 1.2443181818181817
58888.276713845 2458888.77766464 37.332532798172906 37.332532798172906 0.0 0.0 1.0 7590247.080072447 743590.5463303009 1.2443181818181817
58888.27801014 2458888.7789609507 39.19919759617187 39.19919759617187 0.0 0.0 0.0 7588277.875772497 743382.4573994426 1.2443181818181817
58888.279306435 2458888.78025726 41.065862394170836 41.065862394170836 0.0 0.0 1.0 7590452.294872688 743635.6486639332 1.2443181818181817
58888.280602735 2458888.7815535734 42.93253440060653 42.93253440060653 0.0 0.0 0.0 7589013.286691492 743451.325705698 1.2443181818181817
58888.28189903 2458888.782849882 44.79919919860549 44.79919919860549 0.0 0.0 1.0 7589430.810416267 743512.7297606777 1.2443181818181817
58888.283195325 2458888.78414619 46.66586399660446 46.66586399660446 0.0 0.0 0.0 7590362.452204142 743575.9478696175 1.2443181818181817
58888.28449162 2458888.7854424976 48.53252879460342 48.53252879460342 0.0 0.0 1.0 7592058.831650853 743790.6115226113 1.2443181818181817
58888.318183845 2458888.8191354494 97.04933279310353 1.866132002323866 0.0 1.0 0.0 7575742.763629235 742182.4767071115 1.2443181818181817
58888.319480139995 2458888.8204317843 98.9159975911025 3.7327968003228307 0.0 1.0 1.0 7581935.831232958 742826.5183830025 1.2443181818181817
58888.320776435 2458888.821728119 100.78266239957884 5.599461608799174 0.0 1.0 0.0 7580008.42363267 742593.3553207091 1.2443181818181817
58888.322072735 2458888.8230244583 102.64933439553715 7.466133604757488 0.0 1.0 1.0 7586070.071432504 743223.0170007403 1.2443181818181817
58888.32336903 2458888.8243207913 104.51599919353612 9.332798402756453 0.0 1.0 0.0 7584199.213027378 742992.2937436957 1.2443181818181817
58888.324665325 2458888.825617124 106.38266400201246 11.199463211232796 0.0 1.0 1.0 7588106.0337600345 743416.2914750739 1.2443181818181817
