# %ECSV 0.9
# ---
# datatype:
# - {name: t_mjd, datatype: float64}
# - {name: t_bjd, datatype: float64}
# - {name: t_visit, datatype: float64}
# - {name: t_orbit, datatype: float64}
# - {name: ivisit, datatype: float64}
# - {name: iorbit, datatype: float64}
# - {name: scan, datatype: float64}
# - {name: spec_opt, datatype: float64}
# - {name: var_opt, datatype: float64}
# - {name: wave, datatype: float64}
# schema: astropy-2.0
t_mjd t_bjd t_visit t_orbit ivisit iorbit scan spec_opt var_opt wave
58888.252084215 2458888.753034453 1.8658655940089375 1.8658655940089375 0.0 0.0 0.0 7854847.9525323715 770331.9022128053 1.2920454545454545
58888.253380509996 2458888.7543307883 3.7325303920079023 3.7325303920079023 0.0 0.0 1.0 7902427.662574866 774923.6539164446 1.2920454545454545
58888.25467699 2458888.755627308 5.5994615983217955 5.5994615983217955 0.0 0.0 0.0 7913121.409221599 775936.5102764455 1.2920454545454545
58888.255973105 2458888.756923462 7.465867196442559 7.465867196442559 0.0 0.0 1.0 7934428.847477659 778028.4149992015 1.2920454545454545
58888.2572694 2458888.7582197953 9.332531994441524 9.332531994441524 0.0 0.0 0.0 7937987.465911923 778322.8587210916 1.2920454545454545
58888.258565694996 2458888.7595161274 11.199196792440489 11.199196792440489 0.0 0.0 1.0 7949520.209229 779480.9111721943 1.2920454545454545
58888.259861989995 2458888.7608124586 13.065861590439454 13.065861590439454 0.0 0.0 0.0 7950408.673240001 779522.3321972196 1.2920454545454545
58888.261158285 2458888.7621087884 14.932526398915797 14.932526398915797 0.0 0.0 1.0 7958633.813803824 780324.4353864042 1.2920454545454545
58888.262454585 2458888.763405122 16.79919839487411 16.79919839487411 0.0 0.0 0.0 7958520.248109168 780297.8952300233 1.2920454545454545
58888.263750879996 2458888.7647014484 18.665863192873076 18.665863192873076 0.0 0.0 1.0 7965101.193820002 780943.6404546906 1.2920454545454545
58888.265047175 2458888.765997773 20.53252800134942 20.53252800134942 0.0 0.0 0.0 7964025.486402137 780823.1959907926 1.2920454545454545
58888.266343475 2458888.7672941014 22.399199997307733 22.399199997307733 0.0 0.0 1.0 7970559.811768262 781470.3064234479 1.2920454545454545
58888.26763977 2458888.7685904233 24.265864795306697 24.265864795306697 0.0 0.0 0.0 7967709.302952563 781178.3877452691 1.2920454545454545
58888.268936065 2458888.7698867433 26.132529593305662 26.132529593305662 0.0 0.0 1.0 7973491.763726811 781776.4065677534 1.2920454545454545
58888.270232359995 2458888.7711830614 27.999194391304627 27.999194391304627 0.0 0.0 0.0 7972152.35313963 781602.57251693 1.2920454545454545
58888.27152866 2458888.772479383 29.86586639774032 29.86586639774032 0.0 0.0 1.0 7973792.458055041 781780.4727046059 1.2920454545454545
58888.272824955 2458888.773775698 31.732531195739284 31.732531195739284 0.0 0.0 0.0 7973356.81495773 781715.0996556041 1.2920454545454545
58888.274121434995 2458888.7750721965 33.5994623915758 33.5994623915758 0.0 0.0 1.0 7975195.765159921 781940.8007400626 1.2920454545454545
58888.275417545 2458888.776368324 35.46586080221459 35.46586080221459 0.0 0.0 0.0 7972959.531218125 781680.5961165325 1.2920454545454545
58888.276713845 2458888.77766464 37.332532798172906 37.332532798172906 0.0 0.0 1.0 7975338.420156151 781928.1828692501 1.2920454545454545
58888.27801014 2458888.7789609507 39.19919759617187 39.19919759617187 0.0 0.0 0.0 7974856.856357343 781866.3589539378 1.2920454545454545
58888.279306435 2458888.78025726 41.065862394170836 41.065862394170836 0.0 0.0 1.0 7979049.050031207 782308.2617249412 1.2920454545454545
58888.280602735 2458888.7815535734 42.93253440060653 42.93253440060653 0.0 0.0 0.0 7976615.491461447 782030.031063861 1.2920454545454545
58888.28189903 2458888.782849882 44.79919919860549 44.79919919860549 0.0 0.0 1.0 7979596.131469962 782338.0629722236 1.2920454545454545
58888.283195325 2458888.78414619 46.66586399660446 46.66586399660446 0.0 0.0 0.0 7976685.10001186 782039.3034390126 1.2920454545454545
58888.28449162 2458888.7854424976 48.53252879460342 48.53252879460342 0.0 0.0 1.0 7978459.398267204 782248.608346572 1.2920454545454545
58888.318183845 2458888.8191354494 97.04933279310353 1.866132002323866 0.0 1.0 0.0 7960085.00708519 780448.9063222281 1.2920454545454545
58888.319480139995 2458888.8204317843 98.9159975911025 3.7327968003228307 0.0 1.0 1.0 7967935.49678244 781251.7502636816 1.2920454545454545
58888.320776435 2458888.821728119 100.78266239957884 5.599461608799174 0.0 1.0 0.0 7968223.894645835 781231.2276783559 1.2920454545454545
58888.322072735 2458888.8230244583 102.64933439553715 7.466133604757488 0.0 1.0 1.0 7971964.380971282 781635.6003804343 1.2920454545454545
58888.32336903 2458888.8243207913 104.51599919353612 9.332798402756453 0.0 1.0 0.0 7969796.592650475 781376.9705921251 1.2920454545454545
58888.324665325 2458888.825617124 106.38266400201246 11.199463211232796 0.0 1.0 1.0 7972130.473683077 781648.7268882841 1.2920454545454545
58888.32596162 2458888.826913455 108.24932880001143 13.066128009231761 0.0 1.0 0.0 7972497.953112249 781644.6378777302 1.2920454545454545
58888.32725773 2458888.8282095995 110.11572720017284 14.932526409393176 0.0 1.0 1.0 7973836.443509802 781814.9236639674 1.2920454545454545
58888.328554215 2458888.8295061174 111.9826655939687 16.79946480318904 0.0 1.0 0.0 7972820.7094110325 781672.8464488173 1.2920454545454545
58888.329850509996 2458888.830802444 113.84933039196767 18.666129601188004 0.0 1.0 1.0 7974692.589280167 781897.0081006138 1.2920454545454545
58888.331146805 2458888.8320987695 115.71599520044401 20.532794409664348 0.0 1.0 0.0 7974753.859128477 781856.8073262603 1.2920454545454545
58888.332443105 2458888.833395098 117.58266719640233 22.39946640562266 0.0 1.0 1.0 7976740.2014460135 782066.9731394538 1.2920454545454545
58888.3337394 2458888.8346914193 119.44933199440129 24.266131203621626 0.0 1.0 0.0 7976989.281844417 782070.8126067299 1.2920454545454545
58888.335035694996 2458888.8359877393 121.31599679240026 26.13279600162059 0.0 1.0 1.0 7977244.116841098 782136.4933696712 1.2920454545454545
58888.336331989995 2458888.837284058 123.18266159039922 27.999460799619555 0.0 1.0 0.0 7973216.469496404 781705.2285883419 1.2920454545454545
58888.337628099995 2458888.8385801897 125.04905999056064 29.86585919978097 0.0 1.0 1.0 7975317.960444309 781930.3094639215 1.2920454545454545
58888.338924585 2458888.8398766946 126.91599839483388 31.732797604054213 0.0 1.0 0.0 7976685.966082671 782038.0568700857 1.2920454545454545
58888.340220879996 2458888.841173008 128.78266319283284 33.59946240205318 0.0 1.0 1.0 7977788.842809677 782192.8073503072 1.2920454545454545
58888.341517175 2458888.842469321 130.6493280013092 35.46612721052952 0.0 1.0 0.0 7973848.658402489 781766.4382177991 1.2920454545454545
58888.34281329 2458888.8437654525 132.51573359942995 37.332532808650285 0.0 1.0 1.0 7976009.088301065 781994.9970389787 1.2920454545454545
58888.34410977 2458888.845061947 134.38266479526646 39.1994640044868 0.0 1.0 0.0 7973374.744833619 781718.9237674739 1.2920454545454545
58888.345406065 2458888.8463582564 136.24932959326543 41.066128802485764 0.0 1.0 1.0 7976489.426184617 782039.0483642634 1.2920454545454545
58888.346702359995 2458888.8476545657 138.1159943912644 42.93279360048473 0.0 1.0 0.0 7975683.683749966 781938.9178471577 1.2920454545454545
58888.34799866 2458888.8489508787 139.9826663977001 44.79946560692042 0.0 1.0 1.0 7976279.062874812 782044.6299396203 1.2920454545454545
